HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Source,Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),References,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,gazella,Gemsbok,550,550,270,143.759259,1,1.3,386.756225,12000,54703.19159,170000,0.151687,23.8,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,312.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Oryx,leucoryx,Arabian oryx,794,916.159624,243,137,1,1,386.756225,11498.17283,54703.19159,121350,0.151687,20.8,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,311.65,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ourebia,ourebi,Oribi,304,426,193,137,1,1.5,185,2235,54703.19159,17000,0.151687,15.9,671,captivity,tiny,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovibos,moschatus,Muskox,1096,1278,258,213,1,0.8,608,11460,54703.19159,315000,0.0041,27.4,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,310.85,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,ammon,Argali,403,823,170,135,1,1,365,3400,54703.19159,160000,0.151687,16.8,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,aries,Domestic sheep or mouflon,548,914,146,182,1.58,1,365,2370,17500,80000,0.151687,22.8,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,311.95,81,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,canadensis,Bighorn sheep,707,749,180,152,1,1,365,4400,28000,70275,0.0031,20.6,671,captivity,medium,acceptable,0.18266,179.4495,114.674,67030.8,311.15,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,dalli,Dalls sheep,684,639,173,129,1,1,365,2819,54703.19159,73100,0.151687,19.6,671,captivity,medium,acceptable,0.05,1.5,11.830891,13187.90022,308.592247,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Pelea,capreolus,Common rhebok,1010.475686,916.159624,261,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,25000,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,maxwellii,Maxwells duiker,730,916.159624,120,61,1,1,386.756225,832,54703.19159,7000,0.151687,18.3,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Philantomba,monticola,Blue duiker,487,685,193,143.759259,1,1.463212,265,800,54703.19159,6250,0.151687,15.9,671,captivity,medium,acceptable,0.18266,179.4495,10.075,4200,312.55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Procapra,gutturosa,Mongolian gazelle,532,916.159624,185,143.759259,1.3,1,365,2900,54703.19159,30000,0.151687,12,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Pseudois,nayaur,Bharal,730,916.159624,160,182,1.5,1.463212,386.756225,11498.17283,54703.19159,55000,0.151687,20.9,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Raphicerus,campestris,Steenbok,238,243,197,91,1,1.463212,215,920,54703.19159,13000,0.151687,9.3,671,captivity,medium,acceptable,0.18266,179.4495,20.619,9600,312.55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Raphicerus,melanotis,Cape grysbok,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,10249.9,0.151687,25.213145,526.0008,unknown,tiny,low,0.18266,179.4495,11.830891,13187.90022,308.592247,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Redunca,arundinum,Southern reedbuck,1010.475686,916.159624,224,143.759259,1,1.463212,376,4500,54703.19159,58000,0.151687,16.8,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Redunca,fulvorufula,Mountain reedbuck,388,335,216,143.759259,1,1.1,353,3000,54703.19159,30000,0.0093,15,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Redunca,redunca,Bohar reedbuck,502,502,228,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,45500,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,pyrenaica,Pyrenean chamois,1010.475686,916.159624,83.225352,143.759259,145879.2187,1.463212,386.756225,11498.17283,54703.19159,30000,0.151687,25.213145,526.0008,unknown,tiny,low,0.18266,179.4495,11.830891,13187.90022,308.592247,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Rupicapra,rupicapra,Chamois,674,669,122,76,1,1,365,2400,54703.19159,37500,0.151687,17.6,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Saiga,tatarica,Saiga,331,669,152,87,1.7,1,365,3500,14500,37500,0.0065,25.213145,526.0008,unknown,tiny,low,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Sylvicapra,grimmia,Bush duiker,255,255,165,191,1,1.4,245,1612,54703.19159,18500,0.151687,15.4,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,African buffalo,1475,1674,331,289,1,0.4,635,44000,166000,700000,0.0026,32.8,526.0008, pers. comm.,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Taurotragus,derbianus,Giant eland,1107,916.159624,264,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,680000,0.151687,20.3,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Taurotragus,oryx,Eland,589,571,274,182,1,1.463212,340,32000,54703.19159,500000,0.0019,26.1,671,captivity,large,high,0.18266,179.4495,190.209,141404,309.65,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tetracerus,quadricornis,Four-horned antelope,365,916.159624,212,143.759259,1.5,1.463212,316,1044,54703.19159,19000,0.151687,17.4,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,angasii,Nyala,452,916.159624,224,213,1,1.2,295,5232.5,54703.19159,120000,0.151687,18.5,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,eurycerus,Bongo,806,914,288,143.759259,1,0.7,386.756225,19800,54703.19159,307500,0.151687,21.9,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,imberbis,Lesser kudu,504,504,235,274,1,1.3,259,6000,54703.19159,82500,0.0095,19.8,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,scriptus,Bushbuck,496,916.159624,188,143.759259,1,1.5,236,3800,54703.19159,60000,0.0044,15.3,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,spekii,Sitatunga,401,916.159624,242,143.759259,1,1,353,4000,54703.19159,87500,0.151687,22.6,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,Greater kudu,517,916.159624,228,183,1,1,365,15000,54703.19159,217500,0.151687,23.5,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,312.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,bactrianus,Bactrian camel,1278,1278,395,319,1,0.5,730,36000,54703.19159,475000,0.151687,35.4,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,dromedarius,Dromedary,1095,2191,405,500,1,0.7,607,37000,253484,434000,0.151687,28.4,671,captivity,medium,acceptable,0.18266,179.4495,224.779,407000,310.65,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,glama,Llama,800,800,330,152,1,1,386.756225,11000,54703.19159,140000,0.151687,28.9,671,captivity,large,high,0.18266,179.4495,148.94,115000,311.45,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,guanicoe,Guanaco,365,730,335,345,1,0.5,386.756225,11500,54703.19159,127500,0.151687,33.7,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,311.15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna,pacos,Alpaca,432,500,345,213,1.04,1.463212,386.756225,7210,54703.19159,62000,0.151687,25.8,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,312.25,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna,vicugna,Vicugna,730,730,340,213,1,0.7,548,5740,54703.19159,50000,0.0057,31.6,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,313.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Alces,alces,Moose,751,612,243,100,1.3,1,365,12844,94000,386000,0.0039,25.213145,526.0008,unknown,medium,low,0.18266,179.4495,286.847,325000,311.75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,axis,Chital,766,913,226,122,1.03,1.463212,426,3144,54703.19159,36000,0.151687,20.8,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,312.35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,calamianensis,Calamian deer,1010.475686,916.159624,224,143.759259,2,1.463212,386.756225,11498.17283,54703.19159,40500,0.151687,17.2,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,kuhlii,Bawean deer,1010.475686,916.159624,227,143.759259,1.2,1.3,386.756225,11498.17283,54703.19159,55000,0.151687,17.8,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Axis,porcinus,Hog deer,304,916.159624,232,182,1,1.463212,386.756225,2532,54703.19159,43000,0.151687,22.9,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Blastocerus,dichotomus,Marsh deer,1010.475686,916.159624,270,143.759259,1,1,386.756225,4200,54703.19159,102500,0.151687,25.213145,526.0008,unknown,tiny,low,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,capreolus,Western roe deer,413,655,153,89,1.6,1,365,1010,8692.5,21666.7,0.151687,17.5,671,captivity,medium,acceptable,0.18266,179.4495,46.347,21500,311.15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Capreolus,pygargus,Eastern roe deer,1010.475686,916.159624,294,137,2,1,386.756225,1750,28750,39450,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,Red deer,852,730,245,156,1,0.9,386.756225,10100,56500,200000,0.006,31.5,671,captivity,large,high,0.18266,179.4495,112.43,67000,308.35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,nippon,Sika deer,500,500,210,172,1,1,386.756225,5750,28590,42000,0.151687,26.3,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,312.95,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Dama,dama,Fallow deer,487,507,233,183,1,1,365,4500,22570,70000,0.151687,21.1,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Elaphodus,cephalophus,Tufted deer,639,730,180,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,33500,0.151687,22.7,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Elaphurus,davidianus,Pere Davids deer,821,1186,288,167,1,1,360,11000,54703.19159,186500,0.151687,27.5,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Hippocamelus,antisensis,Guemals,1010.475686,916.159624,255,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,45000,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Hippocamelus,bisulcus,Chilean guemal,1010.475686,916.159624,198,143.759259,1,1,386.756225,3576,54703.19159,70000,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Hydropotes,inermis,Chinese water deer,183,916.159624,190,143.759259,2.7,1.463212,386.756225,1042,54703.19159,11500,0.151687,13.9,671,captivity,large,acceptable,0.18266,179.4495,11.830891,13187.90022,311.45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,americana,Red brocket,395,365,225,182,1.3,1,386.756225,538.5,54703.19159,33000,0.151687,17.1,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Mazama,gouazoubira,Gray brocket,395,365,212,143.759259,1,1.463212,386.756225,919,54703.19159,17000,0.151687,14.8,671,captivity,small,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,crinifrons,Black muntjac,1010.475686,916.159624,196,143.759259,1,1.463212,386.756225,11498.17283,54703.19159,18590,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,feae,Feas muntjac,1010.475686,916.159624,196,143.759259,1.2,1.463212,386.756225,11498.17283,54703.19159,22000,0.151687,25.213145,526.0008,unknown,small,low,0.18266,179.4495,11.830891,13187.90022,308.592247,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,muntjak,Indian muntjac,272,332,210,61,1.17,1.463212,241,1223,54703.19159,21000,0.151687,18.8,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Muntiacus,reevesi,Reevess muntjac,274,916.159624,199,143.759259,1,1.5,215,1050,54703.19159,18000,0.151687,23.2,671,captivity,large,high,0.18266,179.4495,11.830891,13187.90022,308.592247,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,hemionus,Mule deer,478,503,207,132,1.5,1,365,2950,23100,57000,0.0057,22,671,captivity,medium,acceptable,0.18266,179.4495,11.830891,13187.90022,313.15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,virginianus,White-tailed deer,309,417,198,129,2,1,304,3000,36000,87000,0.007,23,956,captivity,large,high,0.18266,179.4495,123.447,61862.5,312.15,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Ozotoceros,bezoarticus,Pampas deer,365,916.159624,213,167,1,1,330,2100,54703.19159,32500,0.151687,21.9,671,captivity,tiny,acceptable,0.18266,179.4495,11.830891,13187.90022,310.65,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
